Order Date,Sales,year,month,day,dayofweek,quarter,lag_1,lag_7,rolling_mean_7
2014-11-30,219.154,2014.0,11.0,30.0,6.0,4.0,649.044,1363.28,2150.4255714285714
2014-12-01,5624.39,2014.0,12.0,1.0,0.0,4.0,219.154,5578.606,2156.966142857143
2014-12-02,1771.808,2014.0,12.0,2.0,1.0,4.0,5624.39,4415.695,1779.2680000000003
2014-12-03,505.88,2014.0,12.0,3.0,2.0,4.0,1771.808,1705.99,1607.8237142857145
2014-12-04,129.98,2014.0,12.0,4.0,3.0,4.0,505.88,203.66,1597.2980000000005
2014-12-05,2963.642,2014.0,12.0,5.0,4.0,4.0,129.98,2280.83,1694.8425714285718
2014-12-06,1970.978,2014.0,12.0,6.0,5.0,4.0,2963.642,649.044,1883.6902857142861
2014-12-07,548.4,2014.0,12.0,7.0,6.0,4.0,1970.978,219.154,1930.7254285714287
2014-12-08,1095.12,2014.0,12.0,8.0,0.0,4.0,548.4,5624.39,1283.6868571428572
2014-12-09,1522.652,2014.0,12.0,9.0,1.0,4.0,1095.12,1771.808,1248.0931428571432
2014-12-10,573.336,2014.0,12.0,10.0,2.0,4.0,1522.652,505.88,1257.7297142857146
2014-12-12,4938.4045,2014.0,12.0,12.0,4.0,4.0,573.336,129.98,1944.6475000000003
2014-12-13,293.152,2014.0,12.0,13.0,5.0,4.0,4938.4045,2963.642,1563.1489285714288
2014-12-14,7641.658,2014.0,12.0,14.0,6.0,4.0,293.152,1970.978,2373.246071428572
2014-12-15,1264.466,2014.0,12.0,15.0,0.0,4.0,7641.658,548.4,2475.5412142857144
2014-12-16,4394.187,2014.0,12.0,16.0,1.0,4.0,1264.466,1095.12,2946.8365000000003
2014-12-17,45.534,2014.0,12.0,17.0,2.0,4.0,4394.187,1522.652,2735.819642857143
2014-12-19,3436.7599999999998,2014.0,12.0,19.0,4.0,4.0,45.534,573.336,3144.8802142857144
2014-12-20,6962.4400000000005,2014.0,12.0,20.0,5.0,4.0,3436.7599999999998,4938.4045,3434.0281428571434
2014-12-21,1933.44,2014.0,12.0,21.0,6.0,4.0,6962.4400000000005,293.152,3668.355
2014-12-22,798.968,2014.0,12.0,22.0,0.0,4.0,1933.44,7641.658,2690.8278571428573
2014-12-23,942.108,2014.0,12.0,23.0,1.0,4.0,798.968,1264.466,2644.7767142857147
2014-12-24,1950.202,2014.0,12.0,24.0,2.0,4.0,942.108,4394.187,2295.636
2014-12-26,2041.414,2014.0,12.0,26.0,4.0,4.0,1950.202,45.534,2580.761714285715
2014-12-27,2966.388,2014.0,12.0,27.0,5.0,4.0,2041.414,3436.7599999999998,2513.565714285715
2014-12-28,3732.2960000000003,2014.0,12.0,28.0,6.0,4.0,2966.388,6962.4400000000005,2052.1165714285717
2014-12-29,2072.096,2014.0,12.0,29.0,0.0,4.0,3732.2960000000003,1933.44,2071.9245714285717
2014-12-30,2172.6510000000003,2014.0,12.0,30.0,1.0,4.0,2072.096,798.968,2268.1650000000004
2014-12-31,5253.2699999999995,2014.0,12.0,31.0,2.0,4.0,2172.6510000000003,942.108,2884.045285714286
2015-01-02,1932.096,2015.0,1.0,2.0,4.0,1.0,5253.2699999999995,1950.202,2881.458714285714
2015-01-03,1768.2215999999999,2015.0,1.0,3.0,5.0,1.0,1932.096,2041.414,2842.4312285714286
2015-01-04,264.46000000000004,2015.0,1.0,4.0,6.0,1.0,1768.2215999999999,2966.388,2456.441514285714
2015-01-05,295.272,2015.0,1.0,5.0,0.0,1.0,264.46000000000004,3732.2960000000003,1965.438085714286
2015-01-06,31.538,2015.0,1.0,6.0,1.0,1.0,295.272,2072.096,1673.9298000000001
2015-01-09,364.07,2015.0,1.0,9.0,4.0,1.0,31.538,2172.6510000000003,1415.5610857142858
2015-01-10,1018.104,2015.0,1.0,10.0,5.0,1.0,364.07,5253.2699999999995,810.5373714285716
2015-01-12,854.614,2015.0,1.0,12.0,0.0,1.0,1018.104,1932.096,656.6113714285717
2015-01-13,622.278,2015.0,1.0,13.0,1.0,1.0,854.614,1768.2215999999999,492.9051428571432
2015-01-17,350.384,2015.0,1.0,17.0,5.0,1.0,622.278,264.46000000000004,505.1800000000003
2015-01-19,301.742,2015.0,1.0,19.0,0.0,1.0,350.384,295.272,506.104285714286
2015-01-23,43.66,2015.0,1.0,23.0,4.0,1.0,301.742,31.538,507.8360000000003
2015-01-24,13.12,2015.0,1.0,24.0,5.0,1.0,43.66,364.07,457.700285714286
2015-01-26,182.72,2015.0,1.0,26.0,0.0,1.0,13.12,1018.104,338.3597142857146
2015-01-27,3573.252,2015.0,1.0,27.0,1.0,1.0,182.72,854.614,726.7365714285717
2015-01-28,4297.644,2015.0,1.0,28.0,2.0,1.0,3573.252,622.278,1251.7888571428573
2015-01-30,2161.6400000000003,2015.0,1.0,30.0,4.0,1.0,4297.644,350.384,1510.5397142857146
2015-01-31,99.26,2015.0,1.0,31.0,5.0,1.0,2161.6400000000003,301.742,1481.6137142857147
2015-02-03,492.836,2015.0,2.0,3.0,1.0,1.0,99.26,43.66,1545.7817142857145
2015-02-06,2432.544,2015.0,2.0,6.0,4.0,1.0,492.836,13.12,1891.4137142857146
2015-02-07,324.10999999999996,2015.0,2.0,7.0,5.0,1.0,2432.544,182.72,1911.612285714286
2015-02-08,129.09199999999998,2015.0,2.0,8.0,6.0,1.0,324.10999999999996,3573.252,1419.5894285714292
2015-02-09,785.5519999999999,2015.0,2.0,9.0,0.0,1.0,129.09199999999998,4297.644,917.8620000000002
2015-02-10,77.24,2015.0,2.0,10.0,1.0,1.0,785.5519999999999,2161.6400000000003,620.0905714285717
2015-02-14,1079.962,2015.0,2.0,14.0,5.0,1.0,77.24,99.26,760.1908571428573
2015-02-15,1602.38,2015.0,2.0,15.0,6.0,1.0,1079.962,492.836,918.6971428571431
2015-02-16,160.43,2015.0,2.0,16.0,0.0,1.0,1602.38,2432.544,594.1094285714288
2015-02-18,105.844,2015.0,2.0,18.0,2.0,1.0,160.43,324.10999999999996,562.9285714285717
2015-02-20,316.78000000000003,2015.0,2.0,20.0,4.0,1.0,105.844,129.09199999999998,589.7411428571431
2015-02-21,2591.1,2015.0,2.0,21.0,5.0,1.0,316.78000000000003,785.5519999999999,847.6765714285717
2015-02-22,79.36,2015.0,2.0,22.0,6.0,1.0,2591.1,77.24,847.9794285714288
2015-02-23,37.775999999999996,2015.0,2.0,23.0,0.0,1.0,79.36,1079.962,699.0957142857145
2015-02-25,25.869999999999997,2015.0,2.0,25.0,2.0,1.0,37.775999999999996,1602.38,473.88000000000017
2015-02-27,1159.2710000000002,2015.0,2.0,27.0,4.0,1.0,25.869999999999997,160.43,616.5715714285717
2015-02-28,551.264,2015.0,2.0,28.0,5.0,1.0,1159.2710000000002,105.844,680.2030000000003
2015-03-01,1642.1743999999999,2015.0,3.0,1.0,6.0,1.0,551.264,316.78000000000003,869.5450571428573
2015-03-02,899.5699999999999,2015.0,3.0,2.0,0.0,1.0,1642.1743999999999,2591.1,627.8979142857145
2015-03-05,1969.267,2015.0,3.0,5.0,3.0,1.0,899.5699999999999,79.36,897.8846285714288
2015-03-06,1555.244,2015.0,3.0,6.0,4.0,1.0,1969.267,37.775999999999996,1114.6657714285716
2015-03-07,807.54,2015.0,3.0,7.0,5.0,1.0,1555.244,25.869999999999997,1226.3329142857144
2015-03-08,2563.2960000000003,2015.0,3.0,8.0,6.0,1.0,807.54,1159.2710000000002,1426.9079142857147
2015-03-09,478.008,2015.0,3.0,9.0,0.0,1.0,2563.2960000000003,551.264,1416.4427714285716
2015-03-10,90.93199999999999,2015.0,3.0,10.0,1.0,1.0,478.008,1642.1743999999999,1194.8367142857148
2015-03-12,51.016000000000005,2015.0,3.0,12.0,3.0,1.0,90.93199999999999,899.5699999999999,1073.6147142857146
2015-03-13,1384.856,2015.0,3.0,13.0,4.0,1.0,51.016000000000005,1969.267,990.1274285714288
2015-03-14,707.9000000000001,2015.0,3.0,14.0,5.0,1.0,1384.856,1555.244,869.078285714286
2015-03-15,16.776,2015.0,3.0,15.0,6.0,1.0,707.9000000000001,807.54,756.1120000000003
2015-03-16,7230.209999999999,2015.0,3.0,16.0,0.0,1.0,16.776,2563.2960000000003,1422.814
2015-03-17,48.84,2015.0,3.0,17.0,1.0,1.0,7230.209999999999,478.008,1361.5042857142857
2015-03-19,5652.9396,2015.0,3.0,19.0,3.0,1.0,48.84,90.93199999999999,2156.0768
2015-03-20,1548.194,2015.0,3.0,20.0,4.0,1.0,5652.9396,51.016000000000005,2369.9593714285716
2015-03-21,1270.3790000000001,2015.0,3.0,21.0,5.0,1.0,1548.194,1384.856,2353.6055142857144
2015-03-22,2481.424,2015.0,3.0,22.0,6.0,1.0,1270.3790000000001,707.9000000000001,2606.966085714286
2015-03-23,633.302,2015.0,3.0,23.0,0.0,1.0,2481.424,16.776,2695.0412285714287
2015-03-24,412.95,2015.0,3.0,24.0,1.0,1.0,633.302,7230.209999999999,1721.1469428571431
2015-03-26,4623.37,2015.0,3.0,26.0,3.0,1.0,412.95,48.84,2374.6512285714293
2015-03-27,83.7,2015.0,3.0,27.0,4.0,1.0,4623.37,5652.9396,1579.0455714285715
2015-03-28,243.344,2015.0,3.0,28.0,5.0,1.0,83.7,1548.194,1392.638428571429
2015-03-29,1559.0800000000002,2015.0,3.0,29.0,6.0,1.0,243.344,1270.3790000000001,1433.881428571429
2015-03-30,571.224,2015.0,3.0,30.0,0.0,1.0,1559.0800000000002,2481.424,1160.9957142857145
2015-03-31,200.716,2015.0,3.0,31.0,1.0,1.0,571.224,633.302,1099.1977142857147
2015-04-02,299.22,2015.0,4.0,2.0,3.0,2.0,200.716,412.95,1082.9505714285717
2015-04-04,1484.598,2015.0,4.0,4.0,5.0,2.0,299.22,4623.37,634.5545714285718
2015-04-05,2974.058,2015.0,4.0,5.0,6.0,2.0,1484.598,83.7,1047.4628571428575
2015-04-06,140.004,2015.0,4.0,6.0,0.0,2.0,2974.058,243.344,1032.7000000000003
2015-04-07,907.436,2015.0,4.0,7.0,1.0,2.0,140.004,1559.0800000000002,939.6080000000002
2015-04-09,757.992,2015.0,4.0,9.0,3.0,2.0,907.436,571.224,966.2891428571431
2015-04-10,169.54199999999997,2015.0,4.0,10.0,4.0,2.0,757.992,200.716,961.8357142857146
2015-04-11,1328.346,2015.0,4.0,11.0,5.0,2.0,169.54199999999997,299.22,1108.8537142857144
2015-04-12,40.74,2015.0,4.0,12.0,6.0,2.0,1328.346,1484.598,902.5882857142859
2015-04-13,3192.6780000000003,2015.0,4.0,13.0,0.0,2.0,40.74,2974.058,933.8197142857146
2015-04-14,35.208,2015.0,4.0,14.0,1.0,2.0,3192.6780000000003,140.004,918.8488571428574
2015-04-16,4161.972,2015.0,4.0,16.0,3.0,2.0,35.208,907.436,1383.7825714285716
2015-04-17,2745.106,2015.0,4.0,17.0,4.0,2.0,4161.972,757.992,1667.6560000000002
2015-04-18,2006.96,2015.0,4.0,18.0,5.0,2.0,2745.106,169.54199999999997,1930.144285714286
2015-04-19,329.96,2015.0,4.0,19.0,6.0,2.0,2006.96,1328.346,1787.5177142857144
2015-04-20,1194.726,2015.0,4.0,20.0,0.0,2.0,329.96,40.74,1952.3728571428576
2015-04-21,893.0899999999999,2015.0,4.0,21.0,1.0,2.0,1194.726,3192.6780000000003,1623.8602857142857
2015-04-22,152.916,2015.0,4.0,22.0,2.0,2.0,893.0899999999999,35.208,1640.6757142857145
2015-04-24,25.99,2015.0,4.0,24.0,4.0,2.0,152.916,4161.972,1049.8211428571433
2015-04-25,920.946,2015.0,4.0,25.0,5.0,2.0,25.99,2745.106,789.2268571428574
2015-04-26,2090.1055,2015.0,4.0,26.0,6.0,2.0,920.946,2006.96,801.104785714286
2015-04-27,2719.59,2015.0,4.0,27.0,0.0,2.0,2090.1055,329.96,1142.4805000000003
2015-04-28,4044.3619999999996,2015.0,4.0,28.0,1.0,2.0,2719.59,1194.726,1549.5713571428573
2015-04-29,7.968,2015.0,4.0,29.0,2.0,2.0,4044.3619999999996,893.0899999999999,1423.1253571428574
2015-04-30,1571.695,2015.0,4.0,30.0,3.0,2.0,7.968,152.916,1625.8080714285716
2015-05-01,450.94,2015.0,5.0,1.0,4.0,2.0,1571.695,25.99,1686.5152142857146
2015-05-02,167.232,2015.0,5.0,2.0,5.0,2.0,450.94,920.946,1578.841785714286
2015-05-03,2198.76,2015.0,5.0,3.0,6.0,2.0,167.232,2090.1055,1594.3638571428576
2015-05-04,1121.362,2015.0,5.0,4.0,0.0,2.0,2198.76,2719.59,1366.0455714285715
2015-05-07,305.622,2015.0,5.0,7.0,3.0,2.0,1121.362,4044.3619999999996,831.9398571428575
2015-05-08,3981.968,2015.0,5.0,8.0,4.0,2.0,305.622,7.968,1399.6541428571431
2015-05-09,48.81,2015.0,5.0,9.0,5.0,2.0,3981.968,1571.695,1182.099142857143
2015-05-10,154.442,2015.0,5.0,10.0,6.0,2.0,48.81,450.94,1139.742285714286
2015-05-11,191.968,2015.0,5.0,11.0,0.0,2.0,154.442,167.232,1143.2760000000003
2015-05-12,1060.35,2015.0,5.0,12.0,1.0,2.0,191.968,2198.76,980.6460000000003
2015-05-13,238.384,2015.0,5.0,13.0,2.0,2.0,1060.35,1121.362,854.5062857142859
2015-05-14,3141.1994999999997,2015.0,5.0,14.0,3.0,2.0,238.384,305.622,1259.588785714286
2015-05-15,69.908,2015.0,5.0,15.0,4.0,2.0,3141.1994999999997,3981.968,700.7230714285716
2015-05-16,255.968,2015.0,5.0,16.0,5.0,2.0,69.908,48.81,730.3170714285716
2015-05-17,134.46800000000002,2015.0,5.0,17.0,6.0,2.0,255.968,154.442,727.463642857143
2015-05-18,10.86,2015.0,5.0,18.0,0.0,2.0,134.46800000000002,191.968,701.5910714285716
2015-05-20,169.54399999999998,2015.0,5.0,20.0,2.0,2.0,10.86,1060.35,574.3330714285717
2015-05-21,72.332,2015.0,5.0,21.0,3.0,2.0,169.54399999999998,238.384,550.6113571428574
2015-05-22,3862.0980000000004,2015.0,5.0,22.0,4.0,2.0,72.332,3141.1994999999997,653.5968571428574
2015-05-23,1304.956,2015.0,5.0,23.0,5.0,2.0,3862.0980000000004,69.908,830.0322857142859
2015-05-24,610.3069999999999,2015.0,5.0,24.0,6.0,2.0,1304.956,255.968,880.6521428571431
2015-05-25,1739.4180000000001,2015.0,5.0,25.0,0.0,2.0,610.3069999999999,134.46800000000002,1109.9307142857147
2015-05-26,982.5640000000001,2015.0,5.0,26.0,1.0,2.0,1739.4180000000001,10.86,1248.7455714285718
2015-05-28,794.146,2015.0,5.0,28.0,3.0,2.0,982.5640000000001,169.54399999999998,1337.9744285714291
2015-05-29,1204.842,2015.0,5.0,29.0,4.0,2.0,794.146,72.332,1499.7615714285716
2015-05-30,681.1,2015.0,5.0,30.0,5.0,2.0,1204.842,3862.0980000000004,1045.3332857142861
2015-05-31,5178.138,2015.0,5.0,31.0,6.0,2.0,681.1,1304.956,1598.6450000000004
2015-06-01,834.1980000000001,2015.0,6.0,1.0,0.0,2.0,5178.138,610.3069999999999,1630.6294285714287
2015-06-04,1192.31,2015.0,6.0,4.0,3.0,2.0,834.1980000000001,1739.4180000000001,1552.4711428571431
2015-06-05,1533.1979999999999,2015.0,6.0,5.0,4.0,2.0,1192.31,982.5640000000001,1631.133142857143
2015-06-07,59.768,2015.0,6.0,7.0,6.0,2.0,1533.1979999999999,794.146,1526.222
2015-06-08,1083.112,2015.0,6.0,8.0,0.0,2.0,59.768,1204.842,1508.8320000000003
2015-06-09,797.116,2015.0,6.0,9.0,1.0,2.0,1083.112,681.1,1525.4057142857146
2015-06-11,3373.5640000000003,2015.0,6.0,11.0,3.0,2.0,797.116,5178.138,1267.6094285714291
2015-06-12,174.476,2015.0,6.0,12.0,4.0,2.0,3373.5640000000003,834.1980000000001,1173.3634285714288
2015-06-13,1128.898,2015.0,6.0,13.0,5.0,2.0,174.476,1192.31,1164.3045714285718
2015-06-14,51.072,2015.0,6.0,14.0,6.0,2.0,1128.898,1533.1979999999999,952.5722857142861
2015-06-15,734.144,2015.0,6.0,15.0,0.0,2.0,51.072,59.768,1048.9117142857147
2015-06-16,3443.904,2015.0,6.0,16.0,1.0,2.0,734.144,1083.112,1386.1677142857147
2015-06-18,1883.087,2015.0,6.0,18.0,3.0,2.0,3443.904,797.116,1541.3064285714288
2015-06-19,446.346,2015.0,6.0,19.0,4.0,2.0,1883.087,3373.5640000000003,1123.1324285714288
2015-06-20,829.544,2015.0,6.0,20.0,5.0,2.0,446.346,174.476,1216.7135714285719
2015-06-21,107.976,2015.0,6.0,21.0,6.0,2.0,829.544,1128.898,1070.8675714285716
2015-06-22,2018.953,2015.0,6.0,22.0,0.0,2.0,107.976,51.072,1351.9934285714287
2015-06-23,836.9580000000001,2015.0,6.0,23.0,1.0,2.0,2018.953,734.144,1366.6811428571432
2015-06-25,857.08,2015.0,6.0,25.0,3.0,2.0,836.9580000000001,3443.904,997.1348571428574
2015-06-26,1592.1960000000001,2015.0,6.0,26.0,4.0,2.0,857.08,1883.087,955.5790000000003
2015-06-28,1386.466,2015.0,6.0,28.0,6.0,2.0,1592.1960000000001,446.346,1089.8818571428576
2015-06-29,432.92600000000004,2015.0,6.0,29.0,0.0,2.0,1386.466,829.544,1033.2221428571431
2015-07-02,1631.902,2015.0,7.0,2.0,3.0,3.0,432.92600000000004,107.976,1250.9258571428575
2015-07-03,823.982,2015.0,7.0,3.0,4.0,3.0,1631.902,2018.953,1080.2157142857145
2015-07-04,1138.288,2015.0,7.0,4.0,5.0,3.0,823.982,836.9580000000001,1123.2628571428575
2015-07-05,121.646,2015.0,7.0,5.0,6.0,3.0,1138.288,857.08,1018.2008571428574
2015-07-06,1379.812,2015.0,7.0,6.0,0.0,3.0,121.646,1592.1960000000001,987.860285714286
2015-07-08,21.12,2015.0,7.0,8.0,2.0,3.0,1379.812,1386.466,792.8108571428575
2015-07-09,1587.114,2015.0,7.0,9.0,3.0,3.0,21.12,432.92600000000004,957.6948571428574
2015-07-10,43.286,2015.0,7.0,10.0,4.0,3.0,1587.114,1631.902,730.7497142857145
2015-07-11,1941.952,2015.0,7.0,11.0,5.0,3.0,43.286,823.982,890.4597142857145
2015-07-12,2052.567,2015.0,7.0,12.0,6.0,3.0,1941.952,1138.288,1021.0710000000003
2015-07-13,2033.2559999999999,2015.0,7.0,13.0,0.0,3.0,2052.567,121.646,1294.158142857143
2015-07-14,860.9159999999999,2015.0,7.0,14.0,1.0,3.0,2033.2559999999999,1379.812,1220.0301428571431
2015-07-16,3029.386,2015.0,7.0,16.0,3.0,3.0,860.9159999999999,21.12,1649.782428571429
2015-07-17,448.082,2015.0,7.0,17.0,4.0,3.0,3029.386,1587.114,1487.0635714285715
2015-07-18,672.418,2015.0,7.0,18.0,5.0,3.0,448.082,43.286,1576.9395714285715
2015-07-19,2.025,2015.0,7.0,19.0,6.0,3.0,672.418,1941.952,1299.8071428571432
2015-07-20,2693.168,2015.0,7.0,20.0,0.0,3.0,2.025,2052.567,1391.3215714285718
2015-07-23,208.272,2015.0,7.0,23.0,3.0,3.0,2693.168,2033.2559999999999,1130.6095714285718
2015-07-24,525.95,2015.0,7.0,24.0,4.0,3.0,208.272,860.9159999999999,1082.7572857142861
2015-07-25,2395.024,2015.0,7.0,25.0,5.0,3.0,525.95,3029.386,992.1341428571432
2015-07-26,969.225,2015.0,7.0,26.0,6.0,3.0,2395.024,448.082,1066.5831428571432
2015-07-27,29.97,2015.0,7.0,27.0,0.0,3.0,969.225,672.418,974.8048571428574
2015-07-30,443.802,2015.0,7.0,30.0,3.0,3.0,29.97,2.025,1037.9158571428575
2015-07-31,3712.162,2015.0,7.0,31.0,4.0,3.0,443.802,2693.168,1183.4864285714289
2015-08-01,1011.696,2015.0,8.0,1.0,5.0,3.0,3712.162,208.272,1298.261285714286
2015-08-02,1290.478,2015.0,8.0,2.0,6.0,3.0,1011.696,525.95,1407.4795714285715
2015-08-05,72.65,2015.0,8.0,5.0,2.0,3.0,1290.478,2395.024,1075.7118571428573
2015-08-06,494.86920000000003,2015.0,8.0,6.0,3.0,3.0,72.65,969.225,1007.946742857143
2015-08-07,968.206,2015.0,8.0,7.0,4.0,3.0,494.86920000000003,29.97,1141.9804571428574
2015-08-08,840.102,2015.0,8.0,8.0,5.0,3.0,968.206,443.802,1198.594742857143
2015-08-09,4878.392000000001,2015.0,8.0,9.0,6.0,3.0,840.102,3712.162,1365.199028571429
2015-08-10,851.4739999999999,2015.0,8.0,10.0,0.0,3.0,4878.392000000001,1011.696,1342.3101714285717
2015-08-11,196.112,2015.0,8.0,11.0,1.0,3.0,851.4739999999999,1290.478,1185.9721714285718
2015-08-13,586.896,2015.0,8.0,13.0,3.0,3.0,196.112,72.65,1259.4358857142859
2015-08-15,497.59000000000003,2015.0,8.0,15.0,5.0,3.0,586.896,494.86920000000003,1259.8245714285715
2015-08-16,3378.9320000000002,2015.0,8.0,16.0,6.0,3.0,497.59000000000003,968.206,1604.2140000000004
2015-08-17,381.64,2015.0,8.0,17.0,0.0,3.0,3378.9320000000002,840.102,1538.7194285714288
2015-08-21,2827.52,2015.0,8.0,21.0,4.0,3.0,381.64,4878.392000000001,1245.7377142857144
2015-08-22,66.632,2015.0,8.0,22.0,5.0,3.0,2827.52,851.4739999999999,1133.6174285714287
2015-08-23,1202.278,2015.0,8.0,23.0,6.0,3.0,66.632,196.112,1277.3554285714288
2015-08-24,7194.775000000001,2015.0,8.0,24.0,0.0,3.0,1202.278,586.896,2221.3381428571433
2015-08-25,178.52599999999998,2015.0,8.0,25.0,1.0,3.0,7194.775000000001,497.59000000000003,2175.7575714285717
2015-08-27,639.9739999999999,2015.0,8.0,27.0,3.0,3.0,178.52599999999998,3378.9320000000002,1784.4778571428574
2015-08-28,6491.293,2015.0,8.0,28.0,4.0,3.0,639.9739999999999,381.64,2657.285428571429
2015-08-29,246.5,2015.0,8.0,29.0,5.0,3.0,6491.293,2827.52,2288.568285714286
2015-08-31,2601.797,2015.0,8.0,31.0,0.0,3.0,246.5,66.632,2650.7347142857147
2015-09-01,2367.564,2015.0,9.0,1.0,1.0,3.0,2601.797,1202.278,2817.204142857143
2015-09-03,1874.898,2015.0,9.0,3.0,3.0,3.0,2367.564,7194.775000000001,2057.2217142857144
2015-09-04,1071.284,2015.0,9.0,4.0,4.0,3.0,1874.898,178.52599999999998,2184.7585714285715
2015-09-05,934.1030000000001,2015.0,9.0,5.0,5.0,3.0,1071.284,639.9739999999999,2226.7770000000005
2015-09-06,1005.654,2015.0,9.0,6.0,6.0,3.0,934.1030000000001,6491.293,1443.1142857142859
2015-09-07,2922.667,2015.0,9.0,7.0,0.0,3.0,1005.654,246.5,1825.4238571428575
2015-09-08,89.64,2015.0,9.0,8.0,1.0,3.0,2922.667,2601.797,1466.544285714286
2015-09-10,1415.726,2015.0,9.0,10.0,3.0,3.0,89.64,2367.564,1330.5674285714288
2015-09-11,1962.13,2015.0,9.0,11.0,4.0,3.0,1415.726,1874.898,1343.0291428571431
2015-09-12,707.824,2015.0,9.0,12.0,5.0,3.0,1962.13,1071.284,1291.106285714286
2015-09-13,3445.772,2015.0,9.0,13.0,6.0,3.0,707.824,934.1030000000001,1649.916142857143
2015-09-14,3262.42,2015.0,9.0,14.0,0.0,3.0,3445.772,1005.654,1972.311285714286
2015-09-15,2535.85,2015.0,9.0,15.0,1.0,3.0,3262.42,2922.667,1917.0517142857145
2015-09-16,31.12,2015.0,9.0,16.0,2.0,3.0,2535.85,89.64,1908.6917142857146
2015-09-17,11525.006,2015.0,9.0,17.0,3.0,3.0,31.12,1415.726,3352.874571428572
2015-09-18,3924.32,2015.0,9.0,18.0,4.0,3.0,11525.006,1962.13,3633.187428571429
2015-09-19,500.38,2015.0,9.0,19.0,5.0,3.0,3924.32,707.824,3603.5525714285714
2015-09-20,1836.052,2015.0,9.0,20.0,6.0,3.0,500.38,3445.772,3373.592571428572
2015-09-21,6982.058,2015.0,9.0,21.0,0.0,3.0,1836.052,3262.42,3904.9694285714286
2015-09-22,1783.504,2015.0,9.0,22.0,1.0,3.0,6982.058,2535.85,3797.491428571429
2015-09-24,4220.594,2015.0,9.0,24.0,3.0,3.0,1783.504,31.12,4395.987714285714
2015-09-25,3033.757,2015.0,9.0,25.0,4.0,3.0,4220.594,11525.006,3182.952142857143
2015-09-26,3722.273,2015.0,9.0,26.0,5.0,3.0,3033.757,3924.32,3154.088285714286
2015-09-27,2382.958,2015.0,9.0,27.0,6.0,3.0,3722.273,500.38,3423.028
2015-09-28,1058.364,2015.0,9.0,28.0,0.0,3.0,2382.958,1836.052,3311.9297142857145
2015-10-01,1158.414,2015.0,10.0,1.0,3.0,4.0,1058.364,6982.058,2479.9805714285717
2015-10-02,1269.266,2015.0,10.0,2.0,4.0,4.0,1158.414,1783.504,2406.518
2015-10-03,275.218,2015.0,10.0,3.0,5.0,4.0,1269.266,4220.594,1842.8928571428573
2015-10-04,505.58,2015.0,10.0,4.0,6.0,4.0,275.218,3033.757,1481.7247142857145
2015-10-05,851.092,2015.0,10.0,5.0,0.0,4.0,505.58,3722.273,1071.5560000000003
2015-10-08,222.12,2015.0,10.0,8.0,3.0,4.0,851.092,2382.958,762.8648571428574
2015-10-09,2133.5350000000003,2015.0,10.0,9.0,4.0,4.0,222.12,1058.364,916.4607142857146
2015-10-10,2248.194,2015.0,10.0,10.0,5.0,4.0,2133.5350000000003,1158.414,1072.1435714285717
2015-10-11,1011.8955,2015.0,10.0,11.0,6.0,4.0,2248.194,1269.266,1035.3763571428574
2015-10-12,2390.758,2015.0,10.0,12.0,0.0,4.0,1011.8955,275.218,1337.5963571428576
2015-10-13,371.65999999999997,2015.0,10.0,13.0,1.0,4.0,2390.758,505.58,1318.464928571429
2015-10-15,3219.554,2015.0,10.0,15.0,3.0,4.0,371.65999999999997,851.092,1656.8166428571433
2015-10-16,824.97,2015.0,10.0,16.0,4.0,4.0,3219.554,222.12,1742.938071428572
2015-10-17,77.88,2015.0,10.0,17.0,5.0,4.0,824.97,2133.5350000000003,1449.2730714285717
2015-10-18,378.494,2015.0,10.0,18.0,6.0,4.0,77.88,2248.194,1182.1730714285716
2015-10-19,2135.09,2015.0,10.0,19.0,0.0,4.0,378.494,1011.8955,1342.629428571429
2015-10-20,720.086,2015.0,10.0,20.0,1.0,4.0,2135.09,2390.758,1103.9620000000002
2015-10-22,15.128,2015.0,10.0,22.0,3.0,4.0,720.086,371.65999999999997,1053.0288571428575
2015-10-23,2262.296,2015.0,10.0,23.0,4.0,4.0,15.128,3219.554,916.2777142857146
2015-10-24,831.145,2015.0,10.0,24.0,5.0,4.0,2262.296,824.97,917.1598571428575
2015-10-25,1425.412,2015.0,10.0,25.0,6.0,4.0,831.145,77.88,1109.6644285714287
2015-10-26,1395.333,2015.0,10.0,26.0,0.0,4.0,1425.412,378.494,1254.927142857143
2015-10-28,104.51,2015.0,10.0,28.0,2.0,4.0,1395.333,2135.09,964.844285714286
2015-10-29,244.24,2015.0,10.0,29.0,3.0,4.0,104.51,720.086,896.866285714286
2015-10-30,2122.044,2015.0,10.0,30.0,4.0,4.0,244.24,15.128,1197.8542857142859
2015-10-31,3211.009,2015.0,10.0,31.0,5.0,4.0,2122.044,2262.296,1333.3847142857146
2015-11-01,3106.1059999999998,2015.0,11.0,1.0,6.0,4.0,3211.009,831.145,1658.3791428571433
2015-11-02,5528.551,2015.0,11.0,2.0,0.0,4.0,3106.1059999999998,1425.412,2244.541857142857
2015-11-03,2800.846,2015.0,11.0,3.0,1.0,4.0,5528.551,1395.333,2445.329428571429
2015-11-05,834.874,2015.0,11.0,5.0,3.0,4.0,2800.846,104.51,2549.667142857143
2015-11-06,11.481,2015.0,11.0,6.0,4.0,4.0,834.874,244.24,2516.4158571428575
